ax,ay,az
0.057,-0.005,-0.999
0.056,-0.006,-1.001
0.056,-0.005,-0.998
0.055,-0.006,-0.999
0.055,-0.006,-0.998
0.056,-0.006,-1.0
0.055,-0.005,-0.997
0.056,-0.004,-0.998
0.055,-0.005,-0.999
0.054,-0.005,-0.998
0.055,-0.004,-0.998
0.054,-0.005,-1.0
0.055,-0.005,-1.0
0.056,-0.005,-0.999
0.056,-0.005,-0.998
0.055,-0.006,-1.0
0.055,-0.005,-1.001
0.056,-0.005,-0.997
0.055,-0.005,-0.998
0.055,-0.006,-0.999
0.055,-0.005,-0.999
0.056,-0.005,-0.999
0.057,-0.006,-0.998
0.056,-0.005,-0.998
0.055,-0.005,-1.0
0.055,-0.004,-0.999
0.055,-0.006,-0.999
0.056,-0.005,-0.999
0.055,-0.006,-0.998
0.055,-0.006,-1.0
0.056,-0.004,-0.998
0.056,-0.005,-1.0
0.056,-0.006,-0.999
0.055,-0.006,-1.0
0.055,-0.006,-0.999
0.055,-0.006,-0.999
0.056,-0.005,-0.997
0.055,-0.005,-0.999
0.056,-0.005,-0.999
0.056,-0.006,-0.999
0.055,-0.005,-0.998
0.037,-1.01,-0.007
0.035,-0.995,-0.008
0.03,-1.013,-0.009
0.03,-1.007,-0.006
0.032,-1.007,-0.003
0.038,-1.006,-0.009
0.034,-1.01,-0.009
0.036,-1.003,-0.008
0.036,-1.006,-0.008
0.034,-1.006,-0.01
0.032,-1.005,-0.009
0.034,-1.002,-0.009
0.033,-1.007,-0.01
0.033,-1.009,-0.007
0.036,-1.008,-0.008
0.033,-1.011,-0.005
0.034,-1.004,-0.009
0.034,-1.003,-0.01
0.034,-1.005,-0.007
0.034,-1.008,-0.006
0.034,-1.008,-0.008
0.034,-1.006,-0.006
0.035,-1.005,-0.008
0.033,-1.008,-0.006
0.033,-1.008,-0.007
0.034,-1.005,-0.008
0.034,-1.006,-0.008
0.034,-1.007,-0.009
0.034,-1.005,-0.008
0.034,-1.008,-0.007
0.034,-1.007,-0.006
0.034,-1.005,-0.008
0.033,-1.005,-0.008
0.034,-1.007,-0.006
0.034,-1.007,-0.006
0.032,-1.007,-0.006
0.034,-1.006,-0.007
0.034,-1.007,-0.008
0.033,-1.007,-0.007
0.034,-1.006,-0.006
0.033,-1.008,-0.007
0.033,-1.008,-0.004
0.033,-1.007,-0.007
0.033,-1.006,-0.006
0.034,-1.008,-0.005
0.034,-1.006,-0.005
0.033,-1.006,-0.007
0.034,-1.006,-0.006
0.034,-1.007,-0.007
0.033,-1.007,-0.006
0.033,-1.006,-0.006
0.032,-1.006,-0.006
0.034,-1.007,-0.007
0.033,-1.007,-0.007
0.034,-1.007,-0.005
0.035,-1.007,-0.007
0.036,-1.007,-0.006
0.034,-1.006,-0.006
0.034,-1.006,-0.006
0.033,-1.006,-0.005
0.042,-1.007,0.008
0.025,-1.006,-0.006
0.032,-1.007,-0.006
0.032,-1.007,-0.006
0.031,-1.006,-0.008
0.033,-1.006,-0.007
0.033,-1.006,-0.005
0.033,-1.007,-0.006
0.032,-1.006,-0.005
0.033,-1.006,-0.006
0.033,-1.006,-0.006
0.033,-1.005,-0.006
0.033,-1.005,-0.005
0.033,-1.007,-0.005
0.032,-1.006,-0.007
0.032,-1.006,-0.007
0.033,-1.007,-0.007
0.034,-1.006,-0.008
0.033,-1.007,-0.006
0.032,-1.006,-0.005
0.033,-1.006,-0.005
0.032,-1.006,-0.007
0.033,-1.006,-0.006
0.033,-1.005,-0.006
0.033,-1.007,-0.007
0.033,-1.007,-0.007
0.033,-1.005,-0.007
0.032,-1.006,-0.005
0.033,-1.006,-0.007
0.032,-1.007,-0.006
0.033,-1.005,-0.007
0.033,-1.006,-0.006
0.033,-1.007,-0.006
0.034,-1.008,-0.006
0.033,-1.008,-0.006
0.033,-1.008,-0.006
0.032,-1.006,-0.007
0.033,-1.004,-0.007
0.031,-1.005,-0.007
0.033,-1.006,-0.008
-0.984,0.006,-0.036
-0.977,0.002,-0.035
-1.021,0.007,-0.037
-0.953,0.005,-0.033
-0.994,0.005,-0.036
-0.981,0.004,-0.034
-0.994,0.005,-0.036
-0.97,0.004,-0.035
-0.999,0.003,-0.035
-0.981,0.004,-0.036
-0.99,0.006,-0.034
-0.988,0.004,-0.036
-0.995,0.006,-0.036
-0.983,0.004,-0.035
-0.985,0.004,-0.034
-0.983,0.004,-0.037
-0.984,0.005,-0.036
-0.986,0.005,-0.036
-0.985,0.005,-0.037
-0.986,0.005,-0.036
-0.987,0.005,-0.037
-0.983,0.004,-0.035
-0.985,0.005,-0.036
-0.988,0.005,-0.036
-0.986,0.004,-0.036
-0.986,0.004,-0.036
-0.986,0.005,-0.036
-0.988,0.006,-0.035
-0.983,0.004,-0.036
-0.985,0.003,-0.036
-0.991,-0.152,0.157
-0.982,0.147,-0.206
-0.984,0.02,-0.055
-0.984,-0.048,-0.04
-0.987,0.042,-0.081
-0.986,0.016,-0.046
-0.983,0.006,-0.036
-0.985,0.005,-0.036
-0.987,0.005,-0.035
-0.986,0.003,-0.036
-0.986,0.004,-0.036
-0.986,0.005,-0.035
-0.986,0.005,-0.035
-0.987,0.006,-0.035
-0.987,0.004,-0.036
-0.982,0.005,-0.035
-0.986,0.004,-0.037
-0.986,0.005,-0.035
-0.987,0.005,-0.035
-0.985,0.005,-0.034
-0.986,0.005,-0.036
-0.985,0.003,-0.036
-0.985,0.004,-0.036
-0.986,0.006,-0.036
-0.985,0.006,-0.035
-0.988,0.006,-0.036
-0.985,0.006,-0.035
-0.986,0.005,-0.035
-0.986,0.005,-0.035
-0.985,0.004,-0.035
-0.987,0.005,-0.036
-0.983,0.004,-0.036
-0.987,0.005,-0.036
-0.982,0.005,-0.035
-0.982,0.004,-0.035
-0.99,0.005,-0.035
-0.983,0.005,-0.036
-0.984,0.004,-0.034
-0.989,0.005,-0.036
-0.984,0.005,-0.035
-0.982,0.004,-0.034
-0.987,0.005,-0.035
-0.99,0.005,-0.035
-0.987,0.005,-0.035
-0.984,0.004,-0.035
-0.99,0.006,-0.036
-0.987,0.007,-0.035
-0.985,0.005,-0.034
-0.986,0.005,-0.036
-0.986,0.006,-0.035
-0.986,0.005,-0.036
-0.987,0.004,-0.036
-0.987,0.005,-0.036
-0.986,0.005,-0.034
-0.985,0.005,-0.034
-0.984,0.005,-0.036
-0.986,0.006,-0.035
-0.986,0.005,-0.035
-0.985,0.005,-0.035
-0.986,0.006,-0.036
-0.988,0.004,-0.037
-0.984,0.005,-0.035
-0.985,0.005,-0.034
-0.986,0.006,-0.036
-0.987,0.006,-0.036
-0.987,0.005,-0.036
-0.986,0.004,-0.035
-0.987,0.005,-0.036
-0.985,0.005,-0.035
-0.985,0.004,-0.036
1.009,0.011,0.038
1.002,0.011,0.038
1.009,0.012,0.037
1.012,0.011,0.037
1.006,0.011,0.037
1.006,0.012,0.037
1.013,0.012,0.038
1.007,0.012,0.036
1.006,0.012,0.036
1.006,0.012,0.037
1.009,0.012,0.037
1.007,0.011,0.038
1.007,0.012,0.038
1.01,0.013,0.036
1.006,0.012,0.038
1.006,0.012,0.037
1.008,0.011,0.036
1.007,0.011,0.036
1.007,0.011,0.037
1.009,0.012,0.037
1.007,0.013,0.037
1.009,0.014,0.038
1.009,0.013,0.037
1.008,0.013,0.038
1.008,0.012,0.037
1.008,0.012,0.037
1.007,0.013,0.037
1.008,0.012,0.038
1.009,0.012,0.037
1.007,0.012,0.038
1.008,0.012,0.037
1.007,0.012,0.038
1.007,0.013,0.037
1.007,0.013,0.036
1.007,0.014,0.038
1.007,0.012,0.036
1.008,0.013,0.036
1.007,0.012,0.036
1.007,0.012,0.038
1.008,0.013,0.036
1.007,0.013,0.038
1.007,0.012,0.037
1.008,0.013,0.038
1.008,0.014,0.038
1.009,0.013,0.037
1.007,0.012,0.037
1.007,0.011,0.036
1.008,0.012,0.038
1.007,0.013,0.038
1.007,0.012,0.038
1.009,0.011,0.038
1.007,0.013,0.037
1.008,0.012,0.036
1.007,0.012,0.036
1.008,0.011,0.036
1.006,0.012,0.036
1.007,0.012,0.039
1.009,0.015,0.04
1.009,0.014,0.04
1.007,0.012,0.036
1.009,0.013,0.037
1.008,0.014,0.036
1.006,0.012,0.036
1.007,0.012,0.038
1.008,0.013,0.037
1.009,0.013,0.037
1.009,0.013,0.037
1.007,0.013,0.037
1.008,0.012,0.036
1.007,0.013,0.037
1.008,0.012,0.038
1.007,0.012,0.038
1.009,0.012,0.036
1.009,0.013,0.038
1.008,0.013,0.038
1.008,0.013,0.037
1.008,0.013,0.037
1.008,0.012,0.036
1.008,0.012,0.037
1.008,0.011,0.037
1.009,0.012,0.038
1.01,0.013,0.037
1.008,0.012,0.037
1.008,0.012,0.036
1.007,0.012,0.038
1.007,0.012,0.037
1.007,0.012,0.037
1.009,0.013,0.038
1.009,0.013,0.037
1.007,0.012,0.036
1.007,0.012,0.038
1.007,0.013,0.037
1.007,0.012,0.037
1.007,0.012,0.038
1.007,0.012,0.036
1.01,0.012,0.038
1.008,0.013,0.037
1.008,0.012,0.038
1.008,0.012,0.037
1.008,0.011,0.038
