timestamp_iso,t_sec,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
2025-11-03T07:01:53.773895,1.726,-0.028,-0.043,1.002,0.001,-0.002,0.001,-906.08,158.48,-911.54,995.58,25.1,178.39
2025-11-03T07:01:53.784668,1.737,-0.028,-0.043,1.002,0.001,-0.002,0.0,-904.54,160.72,-914.2,995.61,25.1,178.1
2025-11-03T07:01:53.795662,1.748,-0.027,-0.043,1.002,0.001,-0.002,0.0,-904.54,160.72,-914.2,995.61,25.1,178.13
2025-11-03T07:01:53.806739,1.759,-0.028,-0.044,1.003,0.001,-0.002,0.001,-905.1,158.48,-916.02,995.56,25.11,178.51
2025-11-03T07:01:53.817560,1.770,-0.028,-0.041,1.002,0.001,-0.002,0.001,-905.8,164.22,-913.92,995.61,25.11,178.11
2025-11-03T07:01:53.828595,1.781,-0.028,-0.043,1.002,0.001,-0.002,0.0,-904.4,160.86,-913.92,995.63,25.1,177.93
2025-11-03T07:01:53.839932,1.792,-0.027,-0.042,1.002,0.002,-0.002,0.0,-901.46,158.9,-909.02,995.64,25.11,177.86
2025-11-03T07:01:53.850603,1.803,-0.027,-0.043,1.002,0.002,-0.002,0.0,-900.06,156.24,-910.28,995.66,25.11,177.72
2025-11-03T07:01:53.861588,1.814,-0.028,-0.041,1.002,0.001,-0.002,0.0,-902.86,161.7,-911.54,995.5,25.1,179.0
2025-11-03T07:01:53.872728,1.825,-0.028,-0.042,1.002,0.001,-0.002,0.0,-902.86,161.7,-913.36,995.59,25.11,178.29
2025-11-03T07:01:53.883629,1.836,-0.028,-0.044,1.002,0.001,-0.002,0.0,-900.06,160.86,-913.36,995.56,25.1,178.51
2025-11-03T07:01:53.894780,1.847,-0.028,-0.043,1.002,0.001,-0.002,0.0,-903.7,162.26,-915.18,995.63,25.1,177.94
2025-11-03T07:01:53.905442,1.858,-0.029,-0.042,1.003,0.001,-0.002,0.0,-906.22,162.12,-909.3,995.65,25.1,177.75
2025-11-03T07:01:53.916658,1.869,-0.029,-0.043,1.003,0.001,-0.002,0.0,-903.56,162.12,-909.58,995.59,25.1,178.25
2025-11-03T07:01:53.927894,1.880,-0.028,-0.043,1.003,0.001,-0.002,0.0,-904.96,160.58,-910.0,995.59,25.1,178.3
2025-11-03T07:01:53.938498,1.891,-0.027,-0.042,1.002,0.001,-0.002,0.0,-902.86,159.6,-905.38,995.62,25.11,178.05
2025-11-03T07:01:53.949766,1.902,-0.029,-0.043,1.003,0.001,-0.001,0.0,-902.86,161.14,-908.46,995.5,25.1,179.01
2025-11-03T07:01:53.960507,1.913,-0.028,-0.043,1.002,0.002,-0.002,0.0,-902.02,161.14,-908.46,995.5,25.1,178.99
2025-11-03T07:01:53.971678,1.924,-0.027,-0.043,1.002,0.002,-0.002,0.0,-904.12,160.72,-912.66,995.46,25.11,179.33
2025-11-03T07:01:53.982823,1.935,-0.029,-0.043,1.003,0.001,-0.002,0.0,-902.16,160.16,-907.2,995.53,25.1,178.74
2025-11-03T07:01:53.993983,1.946,-0.029,-0.043,1.002,0.001,-0.002,0.0,-902.02,158.06,-903.56,995.65,25.1,177.8
2025-11-03T07:01:54.004538,1.957,-0.029,-0.043,1.001,0.001,-0.002,0.001,-902.72,158.06,-900.48,995.63,25.11,177.9
2025-11-03T07:01:54.015944,1.968,-0.028,-0.042,1.002,0.001,-0.002,0.0,-902.44,158.2,-907.06,995.58,25.1,178.35
2025-11-03T07:01:54.026863,1.979,-0.028,-0.043,1.003,0.002,-0.002,0.0,-906.08,159.04,-912.8,995.61,25.1,178.12
2025-11-03T07:01:54.037947,1.990,-0.028,-0.043,1.001,0.001,-0.002,0.0,-906.08,159.04,-912.8,995.53,25.1,178.81
2025-11-03T07:01:54.048816,2.001,-0.028,-0.043,1.003,0.001,-0.002,0.0,-907.9,161.42,-908.18,995.55,25.1,178.63
2025-11-03T07:01:54.059556,2.012,-0.028,-0.042,1.002,0.002,-0.002,0.0,-908.88,164.92,-909.3,995.59,25.11,178.28
2025-11-03T07:01:54.070802,2.023,-0.028,-0.043,1.001,0.002,-0.002,0.001,-908.18,162.4,-910.28,995.59,25.1,178.24
2025-11-03T07:01:54.081522,2.034,-0.029,-0.043,1.003,0.002,-0.002,0.001,-904.82,162.68,-913.22,995.71,25.11,177.29
2025-11-03T07:01:54.092906,2.045,-0.026,-0.042,1.002,0.001,-0.002,0.0,-904.4,164.22,-912.24,995.59,25.1,178.25
2025-11-03T07:01:54.103482,2.056,-0.028,-0.042,1.003,0.001,-0.002,0.001,-906.36,161.0,-909.58,995.6,25.1,178.19
